CookerStat, GenerateAssetRegistry=0.021853, Initialize=0.111744, RunGuid=RunIDCD8431A0446D81809A89F5A0526DB223
SavePackageTransactionId6880725D47F373D8F93E03B9739753ED_0, Filename=D:/Git/RiggingShooter/GameJamRigging/Saved/Autosaves/Game/Enemies/Turret/BTService_TurretTrackPlayer_Auto1.uasset, AutoPackageBackupDelegate=22.492361, FlushAsyncLoading=0.013001, FlushStreamingFunc=0.082426, BlockTillAllRequestsFinished=0.006914, ResetLoadersForSaveUnMarkAllObjects=0.375062, TagPackageExports=13.823349, BeginCacheForCookedPlatformData=0.004977, SerializeImports=14.674705, GatherLocalizableTextData=10.202453, MarkNames=0.113681, SerializeSummary=0.022959, SerializeNames=0.284892, SerializeGatherableTextData=0.146870, BuildExportMap=0.236213, SortExportsNonSeekfree=2.998006, SortExportsSeekfreeConstructor=0.098743, SortExportsSeekfreeInner=15.523295, SortExportsSeekfree=0.011064, BuildDependencyMap=0.190295, SerializeImportMap=0.027381, SerializeExportMap=0.074405, SerializeDependencyMap=0.023235, SerializeStringAssetReferenceMap=0.004426, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.130768, SerializeExports=23.005720, SerializeBulkData=0.031810, MoveFile=0.675995, UnaccountedTime=0.179511, RunGuid=RunIDCD8431A0446D81809A89F5A0526DB223
SavePackageTransactionId6880725D47F373D8F93E03B9739753ED_1, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Enemies/Turret/BTService_TurretTrackPlayer.uasset, AutoPackageBackupDelegate=13.034225, FlushAsyncLoading=0.006083, FlushStreamingFunc=0.071362, BlockTillAllRequestsFinished=0.007190, ResetLoadersForSaveUnMarkAllObjects=0.177573, TagPackageExports=14.045451, BeginCacheForCookedPlatformData=0.004426, SerializeImports=15.628401, GatherLocalizableTextData=10.438665, MarkNames=0.086848, SerializeSummary=0.016045, SerializeNames=0.288211, SerializeGatherableTextData=0.157382, BuildExportMap=0.262763, SortExportsNonSeekfree=2.885155, SortExportsSeekfreeConstructor=0.069149, SortExportsSeekfreeInner=14.955446, SortExportsSeekfree=0.007469, BuildDependencyMap=0.120319, SerializeImportMap=0.024341, SerializeExportMap=0.086576, SerializeDependencyMap=0.016320, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.130330, SerializeExports=21.374367, SerializeBulkData=0.011615, MoveFile=0.747908, UnaccountedTime=0.693422, RunGuid=RunIDCD8431A0446D81809A89F5A0526DB223
SavePackageTransactionId6880725D47F373D8F93E03B9739753ED_2, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Enemies/Turret/BTService_TurretTrackPlayer.uasset, AutoPackageBackupDelegate=13.081521, FlushAsyncLoading=0.005256, FlushStreamingFunc=0.093490, BlockTillAllRequestsFinished=0.004426, ResetLoadersForSaveUnMarkAllObjects=0.162911, TagPackageExports=15.616782, BeginCacheForCookedPlatformData=0.006638, SerializeImports=17.401922, GatherLocalizableTextData=11.330683, MarkNames=0.112850, SerializeSummary=0.014935, SerializeNames=0.275765, SerializeGatherableTextData=0.159595, BuildExportMap=0.252809, SortExportsNonSeekfree=5.213246, SortExportsSeekfreeConstructor=0.145763, SortExportsSeekfreeInner=18.127985, SortExportsSeekfree=0.006083, BuildDependencyMap=0.128064, SerializeImportMap=0.024341, SerializeExportMap=0.083253, SerializeDependencyMap=0.018809, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.247330, SerializeExports=25.515533, SerializeBulkData=0.010788, MoveFile=0.703104, UnaccountedTime=0.598274, RunGuid=RunIDCD8431A0446D81809A89F5A0526DB223
SavePackageTransactionId6880725D47F373D8F93E03B9739753ED_3, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Enemies/Turret/BTTask_RotateScanTurret.uasset, AutoPackageBackupDelegate=16.790926, FlushAsyncLoading=0.006083, FlushStreamingFunc=0.070531, BlockTillAllRequestsFinished=0.004426, ResetLoadersForSaveUnMarkAllObjects=0.367042, TagPackageExports=12.975864, BeginCacheForCookedPlatformData=0.004150, SerializeImports=13.964411, GatherLocalizableTextData=8.804544, MarkNames=0.064172, SerializeSummary=0.015210, SerializeNames=0.289597, SerializeGatherableTextData=0.129446, BuildExportMap=0.236209, SortExportsNonSeekfree=2.287988, SortExportsSeekfreeConstructor=0.011340, SortExportsSeekfreeInner=13.680071, SortExportsSeekfree=0.004426, BuildDependencyMap=0.105936, SerializeImportMap=0.024896, SerializeExportMap=0.070807, SerializeDependencyMap=0.016045, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.660671, SerializeExports=18.388256, SerializeBulkData=0.010233, MoveFile=0.749018, UnaccountedTime=0.567015, RunGuid=RunIDCD8431A0446D81809A89F5A0526DB223
SavePackageTransactionId6880725D47F373D8F93E03B9739753ED_4, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Enemies/Turret/TurretBehaviorTree.uasset, AutoPackageBackupDelegate=15.523848, FlushAsyncLoading=0.006363, FlushStreamingFunc=0.090171, BlockTillAllRequestsFinished=0.004150, ResetLoadersForSaveUnMarkAllObjects=0.156272, TagPackageExports=0.128061, BeginCacheForCookedPlatformData=0.001106, SerializeImports=0.420976, GatherLocalizableTextData=0.848316, MarkNames=0.013553, SerializeSummary=0.009682, SerializeNames=0.066105, SerializeGatherableTextData=0.001382, BuildExportMap=0.051722, SortExportsNonSeekfree=0.083532, SortExportsSeekfreeConstructor=0.054490, SortExportsSeekfreeInner=0.959504, SortExportsSeekfree=0.002488, BuildDependencyMap=0.016876, SerializeImportMap=0.008024, SerializeExportMap=0.009403, SerializeDependencyMap=0.004701, SerializeStringAssetReferenceMap=0.001937, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.149913, SerializeExports=0.917740, SerializeBulkData=0.004977, MoveFile=0.537977, UnaccountedTime=0.514187, RunGuid=RunIDCD8431A0446D81809A89F5A0526DB223
SavePackageTransactionId6880725D47F373D8F93E03B9739753ED_5, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Enemies/Turret/BTService_TurretTrackPlayer.uasset, AutoPackageBackupDelegate=12.742695, FlushAsyncLoading=0.004150, FlushStreamingFunc=0.091828, BlockTillAllRequestsFinished=0.004150, ResetLoadersForSaveUnMarkAllObjects=0.155721, TagPackageExports=16.855095, BeginCacheForCookedPlatformData=0.004426, SerializeImports=24.063419, GatherLocalizableTextData=12.917776, MarkNames=0.115894, SerializeSummary=0.014935, SerializeNames=0.283785, SerializeGatherableTextData=0.195276, BuildExportMap=0.262488, SortExportsNonSeekfree=3.337938, SortExportsSeekfreeConstructor=0.010237, SortExportsSeekfreeInner=18.547297, SortExportsSeekfree=0.008300, BuildDependencyMap=0.132211, SerializeImportMap=0.021853, SerializeExportMap=0.085745, SerializeDependencyMap=0.017703, SerializeStringAssetReferenceMap=0.001937, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.357412, SerializeExports=24.326180, SerializeBulkData=0.007745, MoveFile=0.728823, UnaccountedTime=1.592353, RunGuid=RunIDCD8431A0446D81809A89F5A0526DB223
SavePackageTransactionId6880725D47F373D8F93E03B9739753ED_6, Filename=D:/Git/RiggingShooter/GameJamRigging/Saved/Autosaves/Game/Enemies/Turret/BTService_TurretTrackPlayer_Auto2.uasset, AutoPackageBackupDelegate=29.892643, FlushAsyncLoading=0.009954, FlushStreamingFunc=0.053383, BlockTillAllRequestsFinished=0.005532, ResetLoadersForSaveUnMarkAllObjects=0.166789, TagPackageExports=17.123117, BeginCacheForCookedPlatformData=0.005808, SerializeImports=17.750431, GatherLocalizableTextData=22.676851, MarkNames=0.119489, SerializeSummary=0.016872, SerializeNames=0.285722, SerializeGatherableTextData=0.172317, BuildExportMap=0.262212, SortExportsNonSeekfree=3.236428, SortExportsSeekfreeConstructor=0.063892, SortExportsSeekfreeInner=17.036821, SortExportsSeekfree=0.006359, BuildDependencyMap=0.126127, SerializeImportMap=0.024617, SerializeExportMap=0.086021, SerializeDependencyMap=0.019085, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.269730, SerializeExports=24.732777, SerializeBulkData=0.011340, MoveFile=0.633124, UnaccountedTime=0.184212, RunGuid=RunIDCD8431A0446D81809A89F5A0526DB223
SavePackageTransactionId6880725D47F373D8F93E03B9739753ED_7, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Maps/ChrisTest.umap, AutoPackageBackupDelegate=30.897230, FlushAsyncLoading=0.009406, FlushStreamingFunc=0.064723, BlockTillAllRequestsFinished=0.004977, ResetLoadersForSaveUnMarkAllObjects=71.129234, TagPackageExports=3.685340, BeginCacheForCookedPlatformData=0.002492, SerializeImports=4.615251, GatherLocalizableTextData=14.418576, MarkNames=0.087682, SerializeSummary=0.016317, SerializeNames=0.383362, SerializeGatherableTextData=0.056423, BuildExportMap=0.243958, SortExportsNonSeekfree=0.688996, SortExportsSeekfreeConstructor=0.061955, SortExportsSeekfreeInner=27.804632, SortExportsSeekfree=0.006083, BuildDependencyMap=0.103448, SerializeImportMap=0.020191, SerializeExportMap=0.044253, SerializeDependencyMap=0.009127, SerializeStringAssetReferenceMap=0.001382, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.196824, SerializeExports=8.137126, SerializeBulkData=0.004426, MoveFile=0.639487, UnaccountedTime=0.551529, RunGuid=RunIDCD8431A0446D81809A89F5A0526DB223
SavePackageTransactionId6880725D47F373D8F93E03B9739753ED_8, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Enemies/Turret/Enemy_Turret.uasset, AutoPackageBackupDelegate=17.186735, FlushAsyncLoading=0.006083, FlushStreamingFunc=0.028767, BlockTillAllRequestsFinished=0.003319, ResetLoadersForSaveUnMarkAllObjects=0.154339, TagPackageExports=13.550624, BeginCacheForCookedPlatformData=0.004426, SerializeImports=14.474451, GatherLocalizableTextData=12.562908, MarkNames=0.203572, SerializeSummary=0.028487, SerializeNames=0.742655, SerializeGatherableTextData=0.335511, BuildExportMap=0.724953, SortExportsNonSeekfree=5.095694, SortExportsSeekfreeConstructor=0.023235, SortExportsSeekfreeInner=35.439461, SortExportsSeekfree=0.008296, BuildDependencyMap=0.144105, SerializeImportMap=0.025723, SerializeExportMap=0.073574, SerializeDependencyMap=0.023790, SerializeStringAssetReferenceMap=0.003044, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.917947, SerializeExports=20.687311, SerializeBulkData=0.008296, MoveFile=0.722464, UnaccountedTime=0.594955, RunGuid=RunIDCD8431A0446D81809A89F5A0526DB223
SavePackageTransactionId6880725D47F373D8F93E03B9739753ED_9, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Enemies/Turret/BTService_TurretTrackPlayer.uasset, AutoPackageBackupDelegate=20.636141, FlushAsyncLoading=0.005256, FlushStreamingFunc=0.055317, BlockTillAllRequestsFinished=0.004701, ResetLoadersForSaveUnMarkAllObjects=0.167340, TagPackageExports=16.628843, BeginCacheForCookedPlatformData=0.004146, SerializeImports=18.222857, GatherLocalizableTextData=12.618225, MarkNames=0.084914, SerializeSummary=0.014108, SerializeNames=0.279911, SerializeGatherableTextData=3.906339, BuildExportMap=0.266917, SortExportsNonSeekfree=3.287599, SortExportsSeekfreeConstructor=0.010509, SortExportsSeekfreeInner=17.329731, SortExportsSeekfree=0.006087, BuildDependencyMap=0.129722, SerializeImportMap=0.024065, SerializeExportMap=0.086021, SerializeDependencyMap=0.019085, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.217732, SerializeExports=26.842360, SerializeBulkData=0.010509, MoveFile=0.687059, UnaccountedTime=0.631742, RunGuid=RunIDCD8431A0446D81809A89F5A0526DB223
SavePackageTransactionId6880725D47F373D8F93E03B9739753ED_10, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Maps/ChrisTest.umap, AutoPackageBackupDelegate=12.070570, FlushAsyncLoading=0.004701, FlushStreamingFunc=0.042319, BlockTillAllRequestsFinished=0.005256, ResetLoadersForSaveUnMarkAllObjects=63.677513, TagPackageExports=4.456487, BeginCacheForCookedPlatformData=0.002488, SerializeImports=4.447911, GatherLocalizableTextData=13.580498, MarkNames=0.075236, SerializeSummary=0.020191, SerializeNames=0.370082, SerializeGatherableTextData=0.059746, BuildExportMap=0.239253, SortExportsNonSeekfree=0.678487, SortExportsSeekfreeConstructor=0.058085, SortExportsSeekfreeInner=38.613655, SortExportsSeekfree=0.006635, BuildDependencyMap=0.775848, SerializeImportMap=0.022404, SerializeExportMap=0.045639, SerializeDependencyMap=0.009406, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.191292, SerializeExports=8.437503, SerializeBulkData=0.006638, MoveFile=0.702273, UnaccountedTime=0.560105, RunGuid=RunIDCD8431A0446D81809A89F5A0526DB223
