CookerStat, GenerateAssetRegistry=0.023231, Initialize=0.117000, RunGuid=RunID9EF883BF4FA30082BF4E40971182F385
SavePackageTransactionId335939964048ACC08FD3C1A5CC3AB021_0, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Enemies/BasicEnemy/BTTask_OnAlert.uasset, AutoPackageBackupDelegate=3.048915, FlushAsyncLoading=0.006359, FlushStreamingFunc=0.086576, BlockTillAllRequestsFinished=0.004426, ResetLoadersForSaveUnMarkAllObjects=0.378937, TagPackageExports=0.518065, BeginCacheForCookedPlatformData=0.001937, SerializeImports=0.841677, GatherLocalizableTextData=0.842236, MarkNames=0.015210, SerializeSummary=0.012726, SerializeNames=0.064999, SerializeGatherableTextData=0.005532, BuildExportMap=0.055321, SortExportsNonSeekfree=0.069976, SortExportsSeekfreeConstructor=0.060577, SortExportsSeekfreeInner=0.763681, SortExportsSeekfree=0.002764, BuildDependencyMap=0.016872, SerializeImportMap=0.011615, SerializeExportMap=0.009682, SerializeDependencyMap=0.004426, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.212148, SerializeExports=0.863533, SerializeBulkData=0.012446, MoveFile=0.559278, UnaccountedTime=0.620127, RunGuid=RunID9EF883BF4FA30082BF4E40971182F385
SavePackageTransactionId335939964048ACC08FD3C1A5CC3AB021_1, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Enemies/BasicEnemy/BTService_TrackPlayer.uasset, AutoPackageBackupDelegate=0.086576, FlushAsyncLoading=0.003595, FlushStreamingFunc=0.056703, BlockTillAllRequestsFinished=0.006359, ResetLoadersForSaveUnMarkAllObjects=0.130557, TagPackageExports=0.073299, BeginCacheForCookedPlatformData=0.001658, SerializeImports=0.342425, GatherLocalizableTextData=0.082701, MarkNames=0.006918, SerializeSummary=0.009678, SerializeNames=0.033192, SerializeGatherableTextData=0.001106, BuildExportMap=0.023510, SortExportsNonSeekfree=0.009403, SortExportsSeekfreeConstructor=0.052001, SortExportsSeekfreeInner=0.245895, SortExportsSeekfree=0.002213, BuildDependencyMap=0.007745, SerializeImportMap=0.006638, SerializeExportMap=0.005256, SerializeDependencyMap=0.001658, SerializeStringAssetReferenceMap=0.001661, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.059746, SerializeExports=0.254191, SerializeBulkData=0.004146, MoveFile=0.436746, UnaccountedTime=0.544891, RunGuid=RunID9EF883BF4FA30082BF4E40971182F385
SavePackageTransactionId335939964048ACC08FD3C1A5CC3AB021_2, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Enemies/BasicEnemy/BTService_TrackPlayer.uasset, AutoPackageBackupDelegate=3.186934, FlushAsyncLoading=0.004426, FlushStreamingFunc=0.070255, BlockTillAllRequestsFinished=0.003874, ResetLoadersForSaveUnMarkAllObjects=0.139125, TagPackageExports=2.559893, BeginCacheForCookedPlatformData=0.001937, SerializeImports=2.914488, GatherLocalizableTextData=1.918741, MarkNames=0.023235, SerializeSummary=0.012446, SerializeNames=0.087682, SerializeGatherableTextData=0.092659, BuildExportMap=0.080764, SortExportsNonSeekfree=0.308681, SortExportsSeekfreeConstructor=0.053938, SortExportsSeekfreeInner=2.995528, SortExportsSeekfree=0.003595, BuildDependencyMap=0.027660, SerializeImportMap=0.010233, SerializeExportMap=0.017982, SerializeDependencyMap=0.004701, SerializeStringAssetReferenceMap=0.001937, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.443935, SerializeExports=4.048251, SerializeBulkData=0.004426, MoveFile=0.723571, UnaccountedTime=1.057979, RunGuid=RunID9EF883BF4FA30082BF4E40971182F385
SavePackageTransactionId335939964048ACC08FD3C1A5CC3AB021_3, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Enemies/BasicEnemy/BTService_TrackPlayer.uasset, AutoPackageBackupDelegate=2.174869, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.052832, BlockTillAllRequestsFinished=0.005532, ResetLoadersForSaveUnMarkAllObjects=0.133872, TagPackageExports=4.397869, BeginCacheForCookedPlatformData=0.002213, SerializeImports=5.115636, GatherLocalizableTextData=3.710806, MarkNames=0.031531, SerializeSummary=0.013553, SerializeNames=0.097640, SerializeGatherableTextData=0.155170, BuildExportMap=0.104275, SortExportsNonSeekfree=0.666872, SortExportsSeekfreeConstructor=0.053108, SortExportsSeekfreeInner=4.943315, SortExportsSeekfree=0.003044, BuildDependencyMap=0.036236, SerializeImportMap=0.011615, SerializeExportMap=0.026278, SerializeDependencyMap=0.005256, SerializeStringAssetReferenceMap=0.001382, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.693701, SerializeExports=6.940614, SerializeBulkData=0.005808, MoveFile=0.688720, UnaccountedTime=0.542130, RunGuid=RunID9EF883BF4FA30082BF4E40971182F385
SavePackageTransactionId335939964048ACC08FD3C1A5CC3AB021_4, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Enemies/BasicEnemy/BTService_TrackPlayer.uasset, AutoPackageBackupDelegate=2.238490, FlushAsyncLoading=0.002488, FlushStreamingFunc=0.102617, BlockTillAllRequestsFinished=0.006914, ResetLoadersForSaveUnMarkAllObjects=0.131384, TagPackageExports=9.111338, BeginCacheForCookedPlatformData=0.002764, SerializeImports=11.932887, GatherLocalizableTextData=11.509418, MarkNames=0.050060, SerializeSummary=0.014663, SerializeNames=0.326380, SerializeGatherableTextData=0.195000, BuildExportMap=0.263598, SortExportsNonSeekfree=2.973125, SortExportsSeekfreeConstructor=0.109531, SortExportsSeekfreeInner=12.055140, SortExportsSeekfree=0.007194, BuildDependencyMap=0.080213, SerializeImportMap=0.016317, SerializeExportMap=0.049789, SerializeDependencyMap=0.010233, SerializeStringAssetReferenceMap=0.001937, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.316316, SerializeExports=13.659671, SerializeBulkData=0.004981, MoveFile=0.701722, UnaccountedTime=0.578918, RunGuid=RunID9EF883BF4FA30082BF4E40971182F385
SavePackageTransactionId335939964048ACC08FD3C1A5CC3AB021_5, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Enemies/BasicEnemy/BTTask_FireWeapon.uasset, AutoPackageBackupDelegate=0.087954, FlushAsyncLoading=0.003874, FlushStreamingFunc=0.072744, BlockTillAllRequestsFinished=0.005808, ResetLoadersForSaveUnMarkAllObjects=0.133872, TagPackageExports=0.538252, BeginCacheForCookedPlatformData=0.001661, SerializeImports=0.824805, GatherLocalizableTextData=0.830341, MarkNames=0.012726, SerializeSummary=0.009678, SerializeNames=0.056151, SerializeGatherableTextData=0.005532, BuildExportMap=0.046466, SortExportsNonSeekfree=0.053383, SortExportsSeekfreeConstructor=0.048406, SortExportsSeekfreeInner=0.773635, SortExportsSeekfree=0.002492, BuildDependencyMap=0.014380, SerializeImportMap=0.008021, SerializeExportMap=0.008851, SerializeDependencyMap=0.003874, SerializeStringAssetReferenceMap=0.001658, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.212148, SerializeExports=0.893958, SerializeBulkData=0.004426, MoveFile=0.445321, UnaccountedTime=0.520274, RunGuid=RunID9EF883BF4FA30082BF4E40971182F385
SavePackageTransactionId335939964048ACC08FD3C1A5CC3AB021_6, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Enemies/BasicEnemy/BasicBehaviorTree.uasset, AutoPackageBackupDelegate=2.562381, FlushAsyncLoading=0.004426, FlushStreamingFunc=0.052553, BlockTillAllRequestsFinished=0.003595, ResetLoadersForSaveUnMarkAllObjects=0.108425, TagPackageExports=0.161532, BeginCacheForCookedPlatformData=0.001106, SerializeImports=0.474084, GatherLocalizableTextData=1.109149, MarkNames=0.015214, SerializeSummary=0.008296, SerializeNames=0.078000, SerializeGatherableTextData=0.001382, BuildExportMap=0.055596, SortExportsNonSeekfree=0.117000, SortExportsSeekfreeConstructor=0.051446, SortExportsSeekfreeInner=1.019530, SortExportsSeekfree=0.002492, BuildDependencyMap=0.019915, SerializeImportMap=0.008024, SerializeExportMap=0.011340, SerializeDependencyMap=0.004701, SerializeStringAssetReferenceMap=0.001661, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.198316, SerializeExports=1.090895, SerializeBulkData=0.005253, MoveFile=0.534382, UnaccountedTime=0.506170, RunGuid=RunID9EF883BF4FA30082BF4E40971182F385
SavePackageTransactionId335939964048ACC08FD3C1A5CC3AB021_7, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Enemies/BasicEnemy/BasicEnemy.uasset, AutoPackageBackupDelegate=3.119446, FlushAsyncLoading=0.004701, FlushStreamingFunc=0.025999, BlockTillAllRequestsFinished=0.004150, ResetLoadersForSaveUnMarkAllObjects=0.139955, TagPackageExports=0.448637, BeginCacheForCookedPlatformData=0.001661, SerializeImports=0.783872, GatherLocalizableTextData=1.264319, MarkNames=0.019636, SerializeSummary=0.010788, SerializeNames=0.081871, SerializeGatherableTextData=0.005808, BuildExportMap=0.064172, SortExportsNonSeekfree=0.043426, SortExportsSeekfreeConstructor=0.048958, SortExportsSeekfreeInner=7.959314, SortExportsSeekfree=0.004701, BuildDependencyMap=0.020746, SerializeImportMap=0.009682, SerializeExportMap=0.009958, SerializeDependencyMap=0.002488, SerializeStringAssetReferenceMap=0.001937, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.348593, SerializeExports=0.912212, SerializeBulkData=0.004977, MoveFile=0.666317, UnaccountedTime=0.549044, RunGuid=RunID9EF883BF4FA30082BF4E40971182F385
SavePackageTransactionId335939964048ACC08FD3C1A5CC3AB021_8, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Enemies/BasicEnemy/BasicBehaviorTree.uasset, AutoPackageBackupDelegate=2.183169, FlushAsyncLoading=0.002764, FlushStreamingFunc=0.089340, BlockTillAllRequestsFinished=0.003595, ResetLoadersForSaveUnMarkAllObjects=0.110917, TagPackageExports=0.183936, BeginCacheForCookedPlatformData=0.001661, SerializeImports=0.531338, GatherLocalizableTextData=1.218956, MarkNames=0.027109, SerializeSummary=0.009958, SerializeNames=0.063892, SerializeGatherableTextData=0.001106, BuildExportMap=0.055872, SortExportsNonSeekfree=0.142999, SortExportsSeekfreeConstructor=0.008021, SortExportsSeekfreeInner=1.085363, SortExportsSeekfree=0.002764, BuildDependencyMap=0.022128, SerializeImportMap=0.008296, SerializeExportMap=0.011895, SerializeDependencyMap=0.004701, SerializeStringAssetReferenceMap=0.001658, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.206064, SerializeExports=1.212317, SerializeBulkData=0.004981, MoveFile=0.648618, UnaccountedTime=0.509765, RunGuid=RunID9EF883BF4FA30082BF4E40971182F385
SavePackageTransactionId335939964048ACC08FD3C1A5CC3AB021_9, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Enemies/BasicEnemy/BTTask_FireWeapon.uasset, AutoPackageBackupDelegate=3.244743, FlushAsyncLoading=0.004426, FlushStreamingFunc=0.089619, BlockTillAllRequestsFinished=0.005808, ResetLoadersForSaveUnMarkAllObjects=0.125851, TagPackageExports=3.949508, BeginCacheForCookedPlatformData=0.002213, SerializeImports=4.407272, GatherLocalizableTextData=3.736530, MarkNames=0.032637, SerializeSummary=0.012450, SerializeNames=0.105381, SerializeGatherableTextData=0.122257, BuildExportMap=0.111468, SortExportsNonSeekfree=0.539914, SortExportsSeekfreeConstructor=0.008296, SortExportsSeekfreeInner=4.233297, SortExportsSeekfree=0.003595, BuildDependencyMap=0.040106, SerializeImportMap=0.013277, SerializeExportMap=0.025447, SerializeDependencyMap=0.005532, SerializeStringAssetReferenceMap=0.001658, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.648893, SerializeExports=5.741570, SerializeBulkData=0.005532, MoveFile=0.694808, UnaccountedTime=1.037233, RunGuid=RunID9EF883BF4FA30082BF4E40971182F385
SavePackageTransactionId335939964048ACC08FD3C1A5CC3AB021_10, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Maps/ChrisTest.umap, AutoPackageBackupDelegate=3.765017, FlushAsyncLoading=0.004705, FlushStreamingFunc=0.043426, BlockTillAllRequestsFinished=0.006359, ResetLoadersForSaveUnMarkAllObjects=101.602959, TagPackageExports=12.933332, BeginCacheForCookedPlatformData=0.004150, SerializeImports=16.627264, GatherLocalizableTextData=34.525486, MarkNames=0.157937, SerializeSummary=0.030424, SerializeNames=0.569787, SerializeGatherableTextData=0.093490, BuildExportMap=0.404660, SortExportsNonSeekfree=3.831677, SortExportsSeekfreeConstructor=0.108428, SortExportsSeekfreeInner=42.305565, SortExportsSeekfree=0.006363, BuildDependencyMap=0.261657, SerializeImportMap=0.034023, SerializeExportMap=0.104830, SerializeDependencyMap=0.024341, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.837315, SerializeExports=26.919111, SerializeBulkData=0.008296, MoveFile=0.716660, UnaccountedTime=0.659127, RunGuid=RunID9EF883BF4FA30082BF4E40971182F385
