CookerStat, GenerateAssetRegistry=0.601590, Initialize=1.239970, RunGuid=RunID64217F0442990F1FCE1254A0488318D2
SavePackageTransactionId8173A2564D47F37268EB72B7C59102B6_0, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Maps/ChrisTest.umap, AutoPackageBackupDelegate=166.193558, FlushAsyncLoading=0.009127, FlushStreamingFunc=0.086021, BlockTillAllRequestsFinished=0.005808, ResetLoadersForSaveUnMarkAllObjects=65.020378, TagPackageExports=3.590193, BeginCacheForCookedPlatformData=0.002488, SerializeImports=4.779548, GatherLocalizableTextData=13.047226, MarkNames=0.074681, SerializeSummary=0.020191, SerializeNames=0.395805, SerializeGatherableTextData=0.059191, BuildExportMap=0.236765, SortExportsNonSeekfree=0.736848, SortExportsSeekfreeConstructor=0.064723, SortExportsSeekfreeInner=25.056667, SortExportsSeekfree=0.004981, BuildDependencyMap=0.105936, SerializeImportMap=0.024065, SerializeExportMap=0.048678, SerializeDependencyMap=0.014383, SerializeStringAssetReferenceMap=0.002764, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.149803, SerializeExports=8.009892, SerializeBulkData=0.019636, MoveFile=0.687890, UnaccountedTime=0.554848, RunGuid=RunID64217F0442990F1FCE1254A0488318D2
SavePackageTransactionId8173A2564D47F37268EB72B7C59102B6_1, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Enemies/Enemy_Parent.uasset, AutoPackageBackupDelegate=36.816067, FlushAsyncLoading=0.008576, FlushStreamingFunc=0.141617, BlockTillAllRequestsFinished=0.004146, ResetLoadersForSaveUnMarkAllObjects=0.174809, TagPackageExports=5.029865, BeginCacheForCookedPlatformData=0.002213, SerializeImports=5.564522, GatherLocalizableTextData=5.282394, MarkNames=0.037618, SerializeSummary=0.012998, SerializeNames=0.236765, SerializeGatherableTextData=0.073299, BuildExportMap=0.134423, SortExportsNonSeekfree=0.591636, SortExportsSeekfreeConstructor=0.008300, SortExportsSeekfreeInner=13.999812, SortExportsSeekfree=0.004705, BuildDependencyMap=0.056699, SerializeImportMap=0.013001, SerializeExportMap=0.034574, SerializeDependencyMap=0.006918, SerializeStringAssetReferenceMap=0.001658, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.714719, SerializeExports=7.562362, SerializeBulkData=0.004426, MoveFile=0.659123, UnaccountedTime=0.511423, RunGuid=RunID64217F0442990F1FCE1254A0488318D2
SavePackageTransactionId8173A2564D47F37268EB72B7C59102B6_2, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Enemies/MeleeTank/Enemy_MeleeTank.uasset, AutoPackageBackupDelegate=15.343234, FlushAsyncLoading=0.005256, FlushStreamingFunc=0.101507, BlockTillAllRequestsFinished=0.007194, ResetLoadersForSaveUnMarkAllObjects=0.177298, TagPackageExports=29.152752, BeginCacheForCookedPlatformData=0.004426, SerializeImports=31.018375, GatherLocalizableTextData=25.800705, MarkNames=0.419319, SerializeSummary=0.037063, SerializeNames=1.110528, SerializeGatherableTextData=0.620954, BuildExportMap=1.118820, SortExportsNonSeekfree=7.840619, SortExportsSeekfreeConstructor=0.013277, SortExportsSeekfreeInner=44.300156, SortExportsSeekfree=0.006638, BuildDependencyMap=1.032803, SerializeImportMap=0.078276, SerializeExportMap=0.466060, SerializeDependencyMap=0.032362, SerializeStringAssetReferenceMap=0.002764, SaveThumbNailsAssetRegistryDataWorldLevelInfo=10.801833, SerializeExports=50.928734, SerializeBulkData=0.018533, MoveFile=1.940586, UnaccountedTime=1.874756, RunGuid=RunID64217F0442990F1FCE1254A0488318D2
SavePackageTransactionId8173A2564D47F37268EB72B7C59102B6_3, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Maps/ChrisTest.umap, AutoPackageBackupDelegate=11.641022, FlushAsyncLoading=0.004426, FlushStreamingFunc=0.084635, BlockTillAllRequestsFinished=0.004981, ResetLoadersForSaveUnMarkAllObjects=78.982574, TagPackageExports=7.716976, BeginCacheForCookedPlatformData=0.006087, SerializeImports=7.544659, GatherLocalizableTextData=25.865152, MarkNames=0.163190, SerializeSummary=0.039000, SerializeNames=0.475463, SerializeGatherableTextData=0.057258, BuildExportMap=0.235379, SortExportsNonSeekfree=0.742380, SortExportsSeekfreeConstructor=0.057809, SortExportsSeekfreeInner=29.104624, SortExportsSeekfree=0.006363, BuildDependencyMap=0.107870, SerializeImportMap=0.021297, SerializeExportMap=0.045083, SerializeDependencyMap=0.013001, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.120761, SerializeExports=8.091483, SerializeBulkData=0.006087, MoveFile=0.664379, UnaccountedTime=0.568956, RunGuid=RunID64217F0442990F1FCE1254A0488318D2
SavePackageTransactionId8173A2564D47F37268EB72B7C59102B6_4, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Enemies/MeleeTank/Enemy_MeleeTank.uasset, AutoPackageBackupDelegate=21.465094, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.041213, BlockTillAllRequestsFinished=0.004977, ResetLoadersForSaveUnMarkAllObjects=0.272170, TagPackageExports=29.891535, BeginCacheForCookedPlatformData=0.004977, SerializeImports=36.673626, GatherLocalizableTextData=25.082390, MarkNames=0.196382, SerializeSummary=0.019915, SerializeNames=0.450019, SerializeGatherableTextData=0.217125, BuildExportMap=0.453338, SortExportsNonSeekfree=5.415440, SortExportsSeekfreeConstructor=0.011060, SortExportsSeekfreeInner=66.117905, SortExportsSeekfree=0.006363, BuildDependencyMap=1.017589, SerializeImportMap=0.032641, SerializeExportMap=0.164848, SerializeDependencyMap=0.035126, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=10.955621, SerializeExports=46.109081, SerializeBulkData=0.009403, MoveFile=0.734910, UnaccountedTime=0.668254, RunGuid=RunID64217F0442990F1FCE1254A0488318D2
SavePackageTransactionId8173A2564D47F37268EB72B7C59102B6_5, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Maps/ChrisTest.umap, AutoPackageBackupDelegate=13.951409, FlushAsyncLoading=0.005256, FlushStreamingFunc=0.075512, BlockTillAllRequestsFinished=0.006914, ResetLoadersForSaveUnMarkAllObjects=90.827164, TagPackageExports=3.814787, BeginCacheForCookedPlatformData=0.002764, SerializeImports=4.494935, GatherLocalizableTextData=12.964520, MarkNames=0.062510, SerializeSummary=0.017427, SerializeNames=0.371188, SerializeGatherableTextData=0.055041, BuildExportMap=0.234276, SortExportsNonSeekfree=0.738505, SortExportsSeekfreeConstructor=0.053383, SortExportsSeekfreeInner=44.835644, SortExportsSeekfree=0.006914, BuildDependencyMap=0.131108, SerializeImportMap=0.027385, SerializeExportMap=0.058360, SerializeDependencyMap=0.016041, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.384351, SerializeExports=9.808585, SerializeBulkData=0.008572, MoveFile=0.778891, UnaccountedTime=0.677377, RunGuid=RunID64217F0442990F1FCE1254A0488318D2
SavePackageTransactionId8173A2564D47F37268EB72B7C59102B6_6, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Enemies/MeleeTank/Enemy_MeleeTank.uasset, AutoPackageBackupDelegate=33.491127, FlushAsyncLoading=0.008024, FlushStreamingFunc=0.083528, BlockTillAllRequestsFinished=0.006638, ResetLoadersForSaveUnMarkAllObjects=0.172596, TagPackageExports=35.686180, BeginCacheForCookedPlatformData=0.005808, SerializeImports=37.805450, GatherLocalizableTextData=27.354889, MarkNames=0.315040, SerializeSummary=0.018254, SerializeNames=0.464953, SerializeGatherableTextData=0.236489, BuildExportMap=0.441723, SortExportsNonSeekfree=6.485578, SortExportsSeekfreeConstructor=0.011619, SortExportsSeekfreeInner=53.344505, SortExportsSeekfree=0.006363, BuildDependencyMap=0.293188, SerializeImportMap=0.033468, SerializeExportMap=0.189468, SerializeDependencyMap=0.037339, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=11.572424, SerializeExports=52.697277, SerializeBulkData=0.009403, MoveFile=0.789952, UnaccountedTime=0.693146, RunGuid=RunID64217F0442990F1FCE1254A0488318D2
SavePackageTransactionId8173A2564D47F37268EB72B7C59102B6_7, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Maps/ChrisTest.umap, AutoPackageBackupDelegate=11.309110, FlushAsyncLoading=0.003595, FlushStreamingFunc=0.072189, BlockTillAllRequestsFinished=0.005256, ResetLoadersForSaveUnMarkAllObjects=64.804077, TagPackageExports=3.872875, BeginCacheForCookedPlatformData=0.003040, SerializeImports=4.534211, GatherLocalizableTextData=12.976416, MarkNames=0.051722, SerializeSummary=0.014659, SerializeNames=0.367317, SerializeGatherableTextData=0.072192, BuildExportMap=0.248380, SortExportsNonSeekfree=1.054656, SortExportsSeekfreeConstructor=0.127785, SortExportsSeekfreeInner=39.150524, SortExportsSeekfree=0.005808, BuildDependencyMap=1.012057, SerializeImportMap=0.063892, SerializeExportMap=0.064448, SerializeDependencyMap=0.013277, SerializeStringAssetReferenceMap=0.002764, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.559161, SerializeExports=10.572813, SerializeBulkData=0.015214, MoveFile=0.651933, UnaccountedTime=0.579186, RunGuid=RunID64217F0442990F1FCE1254A0488318D2
SavePackageTransactionId8173A2564D47F37268EB72B7C59102B6_8, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Enemies/MeleeTank/Enemy_MeleeTank.uasset, AutoPackageBackupDelegate=13.406519, FlushAsyncLoading=0.004701, FlushStreamingFunc=0.079107, BlockTillAllRequestsFinished=0.004426, ResetLoadersForSaveUnMarkAllObjects=0.156552, TagPackageExports=40.778004, BeginCacheForCookedPlatformData=0.005532, SerializeImports=38.949162, GatherLocalizableTextData=37.432045, MarkNames=0.181448, SerializeSummary=0.017148, SerializeNames=0.450574, SerializeGatherableTextData=0.231508, BuildExportMap=0.427891, SortExportsNonSeekfree=6.262370, SortExportsSeekfreeConstructor=0.013553, SortExportsSeekfreeInner=53.137062, SortExportsSeekfree=0.006638, BuildDependencyMap=0.998229, SerializeImportMap=0.032913, SerializeExportMap=0.175636, SerializeDependencyMap=0.038724, SerializeStringAssetReferenceMap=0.003595, SaveThumbNailsAssetRegistryDataWorldLevelInfo=11.425276, SerializeExports=49.004745, SerializeBulkData=0.009682, MoveFile=0.749294, UnaccountedTime=0.684850, RunGuid=RunID64217F0442990F1FCE1254A0488318D2
SavePackageTransactionId8173A2564D47F37268EB72B7C59102B6_9, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Maps/ChrisTest.umap, AutoPackageBackupDelegate=14.596153, FlushAsyncLoading=0.005532, FlushStreamingFunc=0.079382, BlockTillAllRequestsFinished=0.005256, ResetLoadersForSaveUnMarkAllObjects=84.191956, TagPackageExports=4.000936, BeginCacheForCookedPlatformData=0.003044, SerializeImports=4.596442, GatherLocalizableTextData=13.109457, MarkNames=0.049789, SerializeSummary=0.014383, SerializeNames=0.351828, SerializeGatherableTextData=0.054210, BuildExportMap=0.239532, SortExportsNonSeekfree=0.746526, SortExportsSeekfreeConstructor=0.049789, SortExportsSeekfreeInner=36.987556, SortExportsSeekfree=0.014659, BuildDependencyMap=0.314210, SerializeImportMap=0.021297, SerializeExportMap=0.047296, SerializeDependencyMap=0.059742, SerializeStringAssetReferenceMap=0.012726, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.759855, SerializeExports=9.705968, SerializeBulkData=0.006914, MoveFile=0.672124, UnaccountedTime=0.556506, RunGuid=RunID64217F0442990F1FCE1254A0488318D2
SavePackageTransactionId8173A2564D47F37268EB72B7C59102B6_10, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Enemies/MeleeTank/Enemy_MeleeTank.uasset, AutoPackageBackupDelegate=29.948511, FlushAsyncLoading=0.011340, FlushStreamingFunc=0.058640, BlockTillAllRequestsFinished=0.007469, ResetLoadersForSaveUnMarkAllObjects=0.400506, TagPackageExports=29.830408, BeginCacheForCookedPlatformData=0.004981, SerializeImports=32.981922, GatherLocalizableTextData=44.908382, MarkNames=0.279084, SerializeSummary=0.022959, SerializeNames=0.628423, SerializeGatherableTextData=0.309508, BuildExportMap=0.610165, SortExportsNonSeekfree=7.641192, SortExportsSeekfreeConstructor=0.133317, SortExportsSeekfreeInner=62.575008, SortExportsSeekfree=0.006638, BuildDependencyMap=0.300657, SerializeImportMap=0.034299, SerializeExportMap=0.176191, SerializeDependencyMap=0.035129, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=11.195425, SerializeExports=46.688271, SerializeBulkData=0.009678, MoveFile=0.857443, UnaccountedTime=1.764946, RunGuid=RunID64217F0442990F1FCE1254A0488318D2
